Year,Location,CigaretteSmokingPrevalence,TobaccoSmokingPrevalence,TobaccoUsePrevalance,MostSoldBrandCigaretteCurrency,MostSoldBrandCigarettePrice,Rates,MostSoldUSD
2010,Czechia,28,32.9,32.9,CZK,63,0.045853,2.888739
2010,Denmark,23,25.3,25.3,DKK,37,0.157227,5.817399
2010,Dominican Republic,7,12.6,12.6,DOP,120,0.017748,2.12976
2010,Egypt,16.7,21.2,21.2,EGP,4,0.06371,0.25484
2010,Eritrea,11.1,13.5,18,ERN,30,0.066693,2.00079
2010,Eswatini,14.9,2.1,18.9,SZL,27.5,0.066486,1.828365
2010,Ethiopia,3.4,4,5.5,ETB,7,0.0216,0.1512
2010,Gambia,12.9,17.1,2.4,GMD,10,0.019428,0.19428
2010,Georgia,5.2,5.6,5.6,GEL,1.8,0.321734,0.5791212
2010,Ghana,3.3,4.4,4.7,GHS,2,0.165981,0.331962
2010,Guyana,3.2,3.2,3.2,GYD,300,0.004788,1.4364
2010,Iceland,15.4,19.4,19.4,ISK,900,0.0078,7.02
2010,India,12.7,23.3,34.8,INR,70,0.013485,0.94395
2010,Indonesia,30.8,30.8,68.7,IDR,13125,7.00E-05,0.91875
2010,Iran (Islamic Republic of),10.5,2.4,28.9,IRR,4739,2.40E-05,0.113736
2010,Iraq,2.5,36.3,43.1,IQD,500,0.000685,0.3425
2010,Israel,23.7,27.8,27.8,ILS,21,0.311685,6.545385
2010,Jamaica,17.8,22.1,22.1,JMD,580,0.006768,3.92544
2010,Japan,25.4,26.4,26.4,JPY,300,0.00897,2.691
2010,Kazakhstan,44.5,47.8,47.8,KZT,100,0.002355,0.2355
2010,Kenya,10.2,12.5,25.1,KES,100,0.009055,0.9055
2010,Kuwait,15.4,3.4,4.5,KWD,0.47,3.319902,1.56035394
2010,Kyrgyzstan,3.4,4,4,KGS,23,0.011799,0.271377
2010,Lao People's Democratic Republic,47.1,33.8,47,LAK,5000,0.000101,0.505
2010,Lebanon,28.3,34.1,42.9,LBP,2250,0.000659,1.48275
2010,Lesotho,17.9,23,45.3,LSL,28,0.066232,1.854496
2010,Liberia,15,16,17.7,LRD,50,0.00585,0.2925
2010,Madagascar,15.8,22.2,34,MGA,2000,0.000252,0.504
2010,Mauritius,3.5,4.1,52.2,MUR,75,0.023443,1.758225
2010,Mexico,24.6,26.7,26.7,MXN,30,0.049186,1.47558
2010,Mongolia,40.8,49.8,55.5,MNT,800,0.000352,0.2816
2010,Morocco,13.8,16.4,18,MAD,17.5,0.110998,1.942465
2010,Mozambique,2.1,32,30.5,MZN,20,0.015681,0.31362
2010,Myanmar,36.6,44.7,52.5,MMK,650,0.000535,0.34775
2010,Namibia,21.9,21.5,20.4,NAD,26.95,0.066971,1.80486845
2010,Nepal,24.2,27.3,43.4,NPR,85,0.008448,0.71808
2010,Nigeria,4.2,4.9,10.5,NGN,200,0.002436,0.4872
2010,Norway,21.3,26.8,18.2,NOK,81,0.115529,9.357849
2010,Oman,10.9,14.4,18.2,OMR,0.65,2.593841,1.68599665
2010,Pakistan,28.8,37.7,27.1,PKR,28.1,0.005879,0.1651999
2010,Paraguay,24.2,29.1,29.1,PYG,1300,0.000146,0.1898
2010,Peru,24.5,26.8,26.8,PEN,4.5,0.24239,1.090755
2010,Philippines,43.6,47.8,47.8,PHP,13.95,0.019612,0.2735874
2010,Poland,29.4,31.6,31.6,PLN,7.95,0.252176,2.0047992
2010,Qatar,10.1,12.4,14.5,QAR,6,0.276283,1.657698
2010,Republic of Korea,45,47.4,47.4,KRW,2500,0.000842,2.105
2010,Republic of Moldova,39.6,44,44,MDL,9,0.056758,0.510822
2010,Romania,28.4,31.6,31.6,RON,9.9,0.236175,2.3381325
2010,Russian Federation,30.1,30.6,30.6,RUB,31,0.013731,0.425661
2010,Rwanda,15.7,22.7,23.1,RWF,500,0.000992,0.496
2010,Samoa,27.1,33.5,33.5,WST,8,0.390717,3.125736
2010,Saudi Arabia,17.8,2.2,2.9,SAR,7,0.266681,1.866767
2010,Serbia,38,42.7,42.7,RSD,75,0.009941,0.745575
2010,Seychelles,33.2,37.9,38.1,SCR,74,0.075113,5.558362
2010,Sierra Leone,34.2,25.7,25.7,SLL,1600,9.50E-05,0.152
2010,Singapore,24.7,27.7,27.7,SGD,11.6,0.73699,8.549084
2008,Albania,46.8,54.4,54.4,All,130,0.00961,1.2493
2008,Algeria,12.1,15.9,20.8,DZD,70,0.00733,0.5131
2008,Argentina,28.3,31.2,34.1,ARS,3.8,0.010153,0.0385814
2008,Armenia,29.2,31.3,31.3,AMD,500,0.002035,1.0175
2008,Australia,16.1,19.7,22.4,AUD,9.6,0.724257,6.9528672
2008,Kiribati,49.3,61.2,61.2,AUD,6.4,0.724257,4.6352448
2008,Nauru,43.4,53.3,62.8,AUD,4.4,0.724257,3.1867308
2008,Tuvalu,35.4,43.6,56.7,AUD,4.5,0.724257,3.2591565
2008,Austria,36.7,39.4,39.4,EUR,3.6,1.168889,4.2080004
2008,Belgium,26,27.8,27.8,EUR,4.16,1.168889,4.86257824
2008,Cyprus,32.5,40,40,EUR,2.82,1.168889,3.29626698
2008,Finland,22,25,25,EUR,4.07,1.168889,4.75737823
2008,France,31.4,34.5,34.5,EUR,5.3,1.168889,6.1951117
2008,Germany,28.9,31.2,31.2,EUR,4.71,1.168889,5.50546719
2008,Greece,41.1,45.3,45.3,EUR,3,1.168889,3.506667
2008,Ireland,26.9,30.2,30.2,EUR,8.05,1.168889,9.40955645
2008,Italy,24.5,25.1,25.1,EUR,3.6,1.168889,4.2080004
2008,Luxembourg,23.9,26.2,26.2,EUR,3.2,1.168889,3.7404448
2008,Malta,26.9,30.1,30.1,EUR,3.59,1.168889,4.19631151
2008,Netherlands,24.3,28.4,28.4,EUR,4.74,1.168889,5.54053386
2008,Portugal,23.1,26.1,26.1,EUR,3.3,1.168889,3.8573337
2008,Slovakia,26.8,31.9,31.9,EUR,2.1,1.168889,2.4546669
2008,Slovenia,22.4,24.3,24.3,EUR,2.2,1.168889,2.5715558
2008,Spain,31,33.3,33.3,EUR,2.5,1.168889,2.9222225
2008,Azerbaijan,19.3,24.2,24.2,AZN,0.7,0.588322,0.4118254
2008,Bangladesh,22,3,45.5,BDT,15,0.011682,0.17523
2008,Barbados,2,2.6,2.7,BBD,11,0.500221,5.502431
2008,Benin,10.4,14.5,20.2,XOF,500,0.001782,0.891
2008,Burkina Faso,11.2,25.2,22.7,XOF,500,0.001782,0.891
2008,Côte d’Ivoire,12.6,15.5,3.4,XOF,700,0.001782,1.2474
2008,Mali,18.2,2.6,2.6,XOF,700,0.001782,1.2474
2008,Niger,10.9,12.8,14.5,XOF,400,0.001782,0.7128
2008,Senegal,15.8,18.3,12.1,XOF,400,0.001782,0.7128
2008,Togo,12.2,16.1,3.3,XOF,350,0.001782,0.6237
2008,Bosnia and Herzegovina,34.7,42.8,42.8,BAM,2,0.597667,1.195334
2008,Botswana,24.9,31.8,27.7,BWP,17.5,0.088446,1.547805
2008,Brazil,17,19.2,25,BRL,2.4,0.184339,0.4424136
2008,Burundi,18.1,21.3,23.9,BIF,600,0.000503,0.3018
2008,Cambodia,4.4,4.7,34.6,USD,0.3,1,0.3
2008,El Salvador,19.4,23.1,28.6,USD,1.4,1,1.4
2008,Palau,26.3,22.2,29.5,USD,3.5,1,3.5
2008,Panama,3.1,16.5,19.1,USD,1.96,1,1.96
2008,Timor-Leste,6.4,48.5,48.5,USD,1,1,1
2008,United States of America,21.5,25.1,29.1,USD,4.58,1,4.58
2008,Zimbabwe,12.9,2.1,2.1,USD,0.4,1,0.4
2008,Cameroon,15.2,15.2,2,XAF,500,0.001782,0.891
2008,Chad,12.5,10,22.6,XAF,500,0.001782,0.891
2008,Congo,16.2,18.1,22.2,XAF,500,0.001782,0.891
2008,Canada,20,20.7,28.1,CAD,7.86,0.78862,6.1985532
2008,Chile,38.3,49.6,49.6,CLP,1074,0.001248,1.340352
2008,China,25,27.3,27.3,CNY,6.44,0.154878,0.99741432
2008,Colombia,15.9,17.9,17.9,COP,1769,0.00026,0.45994
2008,Comoros,22,26.5,30.4,KMF,500,0.002373,1.1865
2008,Cook Islands,28.6,35.7,35.7,NZD,8.2,0.696079,5.7078478
2008,New Zealand,21.5,22.5,22.5,NZD,10,0.696079,6.96079
2008,Costa Rica,18.7,20.8,20.8,CRC,750,0.001599,1.19925
2008,Croatia,31.8,35.3,35.3,HRK,15,0.155857,2.337855
2008,Cuba,27.3,37.8,37.8,CUP,7,0.038857,0.271999
2008,Czechia,28.4,33.4,33.4,CZK,53,0.045853,2.430209
2008,Democratic People's Republic of Korea,16.8,20.3,20.3,KPW,20,0.001112,0.02224
2008,Denmark,25.8,28.5,28.5,DKK,32,0.157227,5.031264
2008,Dominican Republic,13.6,14.3,14.3,DOP,100,0.017748,1.7748
2008,Egypt,16.2,21.3,21.3,EGP,2.75,0.06371,0.1752025
2008,Eritrea,11.9,14.5,10.2,ERN,25,0.066693,1.667325
2008,Eswatini,15,2.4,18.8,SZL,27.5,0.066486,1.828365
2008,Ethiopia,3.6,4.2,10.5,ETB,4.35,0.0216,0.09396
2008,Fiji,24.4,29.9,29.9,FJD,4.6,0.476915,2.193809
2008,Gambia,13.5,18,2.8,GMD,10,0.019428,0.19428
2008,Georgia,5.3,5.7,5.7,GEL,1.8,0.321734,0.5791212
2008,Ghana,3.6,4.8,5.1,GHS,1.5,0.165981,0.2489715
2008,Guyana,3.8,3.8,3.8,GYD,240,0.004788,1.14912
2008,Iceland,17.6,22.1,22.1,ISK,665,0.0078,5.187
2008,India,13,23.8,38.5,INR,58,0.013485,0.78213
2008,Indonesia,30.7,30.7,39.3,IDR,12500,7.00E-05,0.875
2008,Iran (Islamic Republic of),11.3,25.1,30.7,IRR,4739,2.40E-05,0.113736
2008,Iraq,28.8,37.1,44.4,IQD,500,0.000685,0.3425
2008,Israel,24.6,28.7,28.7,ILS,19,0.311685,5.922015
2008,Jamaica,19.4,24,24,JMD,405,0.006768,2.74104
2008,Japan,27.2,28.3,28.3,JPY,300,0.00897,2.691
2008,Kazakhstan,46.8,50.1,50.1,KZT,90,0.002355,0.21195
2008,Kenya,11,13.6,27.1,KES,80,0.009055,0.7244
2008,Kuwait,2.3,37,43.6,KWD,0.47,3.319902,1.56035394
2008,Kyrgyzstan,3.7,4.3,4.3,KGS,22,0.011799,0.259578
2008,Lao People's Democratic Republic,50.2,36.6,51.1,LAK,5000,0.000101,0.505
2008,Lebanon,29.6,34.4,43.3,LBP,2000,0.000659,1.318
2008,Lesotho,16.3,20.8,42.5,LSL,22,0.066232,1.457104
2008,Liberia,15.8,2.1,18.9,LRD,50,0.00585,0.2925
2008,Madagascar,16.4,22.7,36.5,MGA,1400,0.000252,0.3528
2008,Mauritius,3.6,4.2,54.1,MUR,65,0.023443,1.523795
2008,Mexico,26.7,29,29,MXN,28,0.049186,1.377208
2008,Mongolia,42.6,52.2,57.6,MNT,500,0.000352,0.176
2008,Morocco,14.8,17.4,19.4,MAD,17.5,0.110998,1.942465
2008,Mozambique,2.3,34.5,33.7,MZN,15,0.015681,0.235215
2008,Myanmar,39.7,29.9,55.4,MMK,1050,0.000535,0.56175
2008,Namibia,21.5,21.8,21.9,NAD,23,0.066971,1.540333
2008,Nepal,27.4,30.8,49,NPR,65,0.008448,0.54912
2008,Nigeria,4.5,5.2,11.2,NGN,180,0.002436,0.43848
2008,Norway,24.5,30.8,20.7,NOK,71,0.115529,8.202559
2008,Oman,10.7,14.2,18.1,OMR,0.6,2.593841,1.5563046
2008,Pakistan,28.9,37.6,30.7,PKR,18.4,0.005879,0.1081736
2008,Paraguay,27.5,32.9,32.9,PYG,1000,0.000146,0.146
2008,Peru,30.2,33,33,PEN,4,0.24239,0.96956
2008,Philippines,46,30.5,30.5,PHP,12.23,0.019612,0.23985476
2008,Poland,31.8,34.1,34.1,PLN,5.75,0.252176,1.450012
2008,Qatar,10.1,12.7,14.9,QAR,6,0.276283,1.657698
2008,Republic of Korea,48.9,51.7,51.7,KRW,2500,0.000842,2.105
2008,Republic of Moldova,39.3,43.8,43.8,MDL,6,0.056758,0.340548
2008,Romania,30.8,34.4,34.4,RON,6.5,0.236175,1.5351375
2008,Russian Federation,30.9,31.5,31.5,RUB,25,0.013731,0.343275
2008,Rwanda,16.9,24.3,24.6,RWF,500,0.000992,0.496
2008,Samoa,28.7,35.6,35.6,WST,7.8,0.390717,3.0475926
2008,Saudi Arabia,2.1,2.9,3.3,SAR,6,0.266681,1.600086
2008,Serbia,38.8,43.6,43.6,RSD,70,0.009941,0.69587
2008,Seychelles,34.1,38.8,39.5,SCR,66,0.075113,4.957458
2008,Sierra Leone,36.6,28.6,28.6,SLL,1600,9.50E-05,0.152
2008,Singapore,24.6,27.5,27.5,SGD,11.6,0.73699,8.549084
