,Year,Location,CigaretteSmokingPrevalence,TobaccoSmokingPrevalence,TobaccoUsePrevalance,MostSoldBrandCigaretteCurrency,MostSoldBrandCigarettePrice,rates,MostSoldUSD
607,2008,Togo,12.2,16.1,3.3,XOF,350.0,0.001782,0.6237
608,2008,Bosnia and Herzegovina,34.7,42.8,42.8,BAM,2.0,0.597667,1.195334
609,2008,Botswana,24.9,31.8,27.7,BWP,17.5,0.088446,1.5478049999999999
610,2008,Brazil,17.0,19.2,25.0,BRL,2.4,0.184339,0.4424136
611,2008,Burundi,18.1,21.3,23.9,BIF,600.0,0.000503,0.30179999999999996
612,2008,Cambodia,4.4,4.7,34.6,USD,0.3,1.0,0.3
613,2008,El Salvador,19.4,23.1,28.6,USD,1.4,1.0,1.4
614,2008,Palau,26.3,22.2,29.5,USD,3.5,1.0,3.5
615,2008,Panama,3.1,16.5,19.1,USD,1.96,1.0,1.96
616,2008,Timor-Leste,6.4,48.5,48.5,USD,1.0,1.0,1.0
617,2008,United States of America,21.5,25.1,29.1,USD,4.58,1.0,4.58
618,2008,Zimbabwe,12.9,2.1,2.1,USD,0.4,1.0,0.4
619,2008,Cameroon,15.2,15.2,2.0,XAF,500.0,0.001782,0.891
620,2008,Chad,12.5,10.0,22.6,XAF,500.0,0.001782,0.891
621,2008,Congo,16.2,18.1,22.2,XAF,500.0,0.001782,0.891
622,2008,Canada,20.0,20.7,28.1,CAD,7.86,0.78862,6.1985532
623,2008,Chile,38.3,49.6,49.6,CLP,1074.0,0.001248,1.340352
624,2008,China,25.0,27.3,27.3,CNY,6.44,0.154878,0.99741432
625,2008,Colombia,15.9,17.9,17.9,COP,1769.0,0.00026,0.45993999999999996
626,2008,Comoros,22.0,26.5,30.4,KMF,500.0,0.002373,1.1865
627,2008,Cook Islands,28.6,35.7,35.7,NZD,8.2,0.696079,5.7078478
628,2008,New Zealand,21.5,22.5,22.5,NZD,10.0,0.696079,6.96079
629,2008,Costa Rica,18.7,20.8,20.8,CRC,750.0,0.001599,1.19925
630,2008,Croatia,31.8,35.3,35.3,HRK,15.0,0.155857,2.337855
631,2008,Cuba,27.3,37.8,37.8,CUP,7.0,0.038857,0.271999
632,2008,Czechia,28.4,33.4,33.4,CZK,53.0,0.045853,2.430209
633,2008,Democratic People's Republic of Korea,16.8,20.3,20.3,KPW,20.0,0.001112,0.02224
634,2008,Denmark,25.8,28.5,28.5,DKK,32.0,0.157227,5.031264
635,2008,Dominican Republic,13.6,14.3,14.3,DOP,100.0,0.017748,1.7748
636,2008,Egypt,16.2,21.3,21.3,EGP,2.75,0.06371,0.1752025
637,2008,Eritrea,11.9,14.5,10.2,ERN,25.0,0.066693,1.667325
638,2008,Eswatini,15.0,2.4,18.8,SZL,27.5,0.066486,1.828365
639,2008,Ethiopia,3.6,4.2,10.5,ETB,4.35,0.0216,0.09396
640,2008,Fiji,24.4,29.9,29.9,FJD,4.6,0.476915,2.193809
641,2008,Gambia,13.5,18.0,2.8,GMD,10.0,0.019428,0.19428
642,2008,Georgia,5.3,5.7,5.7,GEL,1.8,0.321734,0.5791212
643,2008,Ghana,3.6,4.8,5.1,GHS,1.5,0.165981,0.24897149999999998
644,2008,Guyana,3.8,3.8,3.8,GYD,240.0,0.004788,1.14912
645,2008,Iceland,17.6,22.1,22.1,ISK,665.0,0.0078,5.186999999999999
646,2008,India,13.0,23.8,38.5,INR,58.0,0.013485,0.78213
647,2008,Indonesia,30.7,30.7,39.3,IDR,12500.0,7e-05,0.8749999999999999
648,2008,Iran (Islamic Republic of),11.3,25.1,30.7,IRR,4739.0,2.4e-05,0.113736
649,2008,Iraq,28.8,37.1,44.4,IQD,500.0,0.000685,0.34249999999999997
650,2008,Israel,24.6,28.7,28.7,ILS,19.0,0.311685,5.922015
651,2008,Jamaica,19.4,24.0,24.0,JMD,405.0,0.006768,2.74104
652,2008,Japan,27.2,28.3,28.3,JPY,300.0,0.00897,2.6910000000000003
653,2008,Kazakhstan,46.8,50.1,50.1,KZT,90.0,0.002355,0.21195
654,2008,Kenya,11.0,13.6,27.1,KES,80.0,0.009055,0.7244
655,2008,Kuwait,2.3,37.0,43.6,KWD,0.47,3.319902,1.56035394
656,2008,Kyrgyzstan,3.7,4.3,4.3,KGS,22.0,0.011799,0.25957800000000003
657,2008,Lao People's Democratic Republic,50.2,36.6,51.1,LAK,5000.0,0.000101,0.505
658,2008,Lebanon,29.6,34.4,43.3,LBP,2000.0,0.000659,1.3179999999999998
659,2008,Lesotho,16.3,20.8,42.5,LSL,22.0,0.066232,1.457104
660,2008,Liberia,15.8,2.1,18.9,LRD,50.0,0.00585,0.2925
661,2008,Madagascar,16.4,22.7,36.5,MGA,1400.0,0.000252,0.3528
662,2008,Mauritius,3.6,4.2,54.1,MUR,65.0,0.023443,1.523795
663,2008,Mexico,26.7,29.0,29.0,MXN,28.0,0.049186,1.377208
664,2008,Mongolia,42.6,52.2,57.6,MNT,500.0,0.000352,0.176
665,2008,Morocco,14.8,17.4,19.4,MAD,17.5,0.110998,1.9424649999999999
666,2008,Mozambique,2.3,34.5,33.7,MZN,15.0,0.015681,0.235215
667,2008,Myanmar,39.7,29.9,55.4,MMK,1050.0,0.000535,0.56175
668,2008,Namibia,21.5,21.8,21.9,NAD,23.0,0.066971,1.540333
669,2008,Nepal,27.4,30.8,49.0,NPR,65.0,0.008448,0.54912
670,2008,Nigeria,4.5,5.2,11.2,NGN,180.0,0.002436,0.43848
671,2008,Norway,24.5,30.8,20.7,NOK,71.0,0.115529,8.202559
672,2008,Oman,10.7,14.2,18.1,OMR,0.6,2.593841,1.5563045999999998
673,2008,Pakistan,28.9,37.6,30.7,PKR,18.4,0.005879,0.10817359999999998
674,2008,Paraguay,27.5,32.9,32.9,PYG,1000.0,0.000146,0.146
675,2008,Peru,30.2,33.0,33.0,PEN,4.0,0.24239,0.96956
676,2008,Philippines,46.0,30.5,30.5,PHP,12.23,0.019612,0.23985476000000003
677,2008,Poland,31.8,34.1,34.1,PLN,5.75,0.252176,1.450012
678,2008,Qatar,10.1,12.7,14.9,QAR,6.0,0.276283,1.657698
679,2008,Republic of Korea,48.9,51.7,51.7,KRW,2500.0,0.000842,2.105
680,2008,Republic of Moldova,39.3,43.8,43.8,MDL,6.0,0.056758,0.340548
681,2008,Romania,30.8,34.4,34.4,RON,6.5,0.236175,1.5351375
682,2008,Russian Federation,30.9,31.5,31.5,RUB,25.0,0.013731,0.343275
683,2008,Rwanda,16.9,24.3,24.6,RWF,500.0,0.000992,0.496
684,2008,Samoa,28.7,35.6,35.6,WST,7.8,0.390717,3.0475925999999998
685,2008,Saudi Arabia,2.1,2.9,3.3,SAR,6.0,0.266681,1.6000860000000001
686,2008,Serbia,38.8,43.6,43.6,RSD,70.0,0.009941,0.69587
687,2008,Seychelles,34.1,38.8,39.5,SCR,66.0,0.075113,4.957458
688,2008,Sierra Leone,36.6,28.6,28.6,SLL,1600.0,9.5e-05,0.152
689,2008,Singapore,24.6,27.5,27.5,SGD,11.6,0.73699,8.549084
